,x,y,label,href,title,author
1309,-0.10543999,1.6977141,"['Northern Renaissance', 'battle painting', '1529']",./artworks/images/The battle of Issus(fragment)_Altdorfer Albrecht.jpg,The battle of Issus(fragment),Altdorfer Albrecht
60,0.20984876,-0.93598247,"['Cubism, Neo-Expressionism', 'literary painting', '1977']",./artworks/images/Home to Ithaca_Bearden Romare.jpg,Home to Ithaca,Bearden Romare
458,-0.037534054,-0.5494234,"['Art Brut', 'figurative', '1979']",./artworks/images/People Enjoying_Battiss Walter.jpg,People Enjoying,Battiss Walter
1326,-0.5036852,1.3794819,"['Northern Renaissance', 'self-portrait', '1530']",./artworks/images/Self-portrait_Altdorfer Albrecht.jpg,Self-portrait,Altdorfer Albrecht
968,-0.55922663,0.057395943,"['Expressionism, Fauvism', 'marina', '1947']",./artworks/images/Oregon Coast_Avery Milton.jpg,Oregon Coast,Avery Milton
501,-1.1820592,-0.6859656,"[None, 'abstract', '1972']",./artworks/images/Summer_Bartlett Jennifer.jpg,Summer,Bartlett Jennifer
948,-0.23669507,1.2675121,"['Northern Renaissance', 'genre painting', '1544']",./artworks/images/Sleeping Groom and Sorceress_Baldung Hans.jpg,Sleeping Groom and Sorceress,Baldung Hans
261,-0.0108386,-0.17355308,"['Expressionism', 'figurative', '1962']",./artworks/images/Figure Turning_Bacon Francis.jpg,Figure Turning,Bacon Francis
852,-0.2886357,0.7055722,"['Realism', 'portrait', '1909']",./artworks/images/Figurepiece_Anshutz Thomas Pollock.jpg,Figurepiece,Anshutz Thomas Pollock
793,-1.6265273,0.95051455,"['Mannerism (Late Renaissance)', 'religious painting', '1565']",./artworks/images/Israelis Drinking the Miraculous Water_Bassano Jacopo.jpg,Israelis Drinking the Miraculous Water,Bassano Jacopo
1335,0.39565173,-1.3406017,"['Street art', 'graffiti', '1983']",./artworks/images/Bourges_Aerosol Jef.jpg,Bourges,Aerosol Jef
1008,-1.2142249,0.75901616,"['Mannerism (Late Renaissance)', 'portrait', '1585']",./artworks/images/Portrait of Joseph Heintz_Aachen Hans von .jpg,Portrait of Joseph Heintz,Aachen Hans von 
265,-1.0039831,-0.3651283,"[None, None, '1962']",./artworks/images/Study for a Portrait (looking right)_Bacon Francis.jpg,Study for a Portrait (looking right),Bacon Francis
527,1.5410409,-0.4374175,"['Art Nouveau (Modern)', 'illustration', '1893']","./artworks/images/Illustration to ""Siegfried"", Act II_Beardsley Aubrey.jpg","Illustration to ""Siegfried"", Act II",Beardsley Aubrey
1364,0.0053509427,0.41714588,"['Pointillism', 'marina', '1889']",./artworks/images/The Seine at Dawn_Angrand Charles.jpg,The Seine at Dawn,Angrand Charles
1074,-0.09652919,-0.74844563,"['Conceptual Art', 'figurative', '1970']",./artworks/images/Room Situation_Acconci Vito.jpg,Room Situation,Acconci Vito
1084,-0.79915035,-0.20259383,"[None, None, '1919']",./artworks/images/A Scene in a Village Street with Millhands Conversing_Knights Winifred.jpg,A Scene in a Village Street with Millhands Conversing,Knights Winifred
1522,-1.0805024,-1.92543,"['Abstract Expressionism', 'abstract', '1982']",./artworks/images/Untitled_Baron Hannelore.jpg,Untitled,Baron Hannelore
707,1.7281963,-0.092968896,"['Art Nouveau (Modern)', 'illustration', '1897']",./artworks/images/The Lady with the Rose_Beardsley Aubrey.jpg,The Lady with the Rose,Beardsley Aubrey
366,-0.9808838,-0.6906271,"[None, None, '1976']",./artworks/images/Three Studies for Self-Portrait_Bacon Francis.jpg,Three Studies for Self-Portrait,Bacon Francis
4,0.38902563,-1.4351267,"['Street art', 'graffiti', '2003']",./artworks/images/Think Tank_Banksy.jpg,Think Tank,Banksy
1169,1.0894781,1.45974,"['Rococo', 'cityscape', '1741']",./artworks/images/Signoria Square in Florence_Bellotto Bernardo.jpg,Signoria Square in Florence,Bellotto Bernardo
604,1.8625306,-0.52759635,"['Art Nouveau (Modern)', 'illustration', '1894']",./artworks/images/The Toilet_Beardsley Aubrey.jpg,The Toilet,Beardsley Aubrey
785,-1.6594374,1.0091994,"['Mannerism (Late Renaissance)', 'religious painting', '1550']",./artworks/images/The Good Samaritan_Bassano Jacopo.jpg,The Good Samaritan,Bassano Jacopo
463,-0.6032656,-1.8237134,"['Color Field Painting', 'abstract', '1997']",./artworks/images/Kinnikinnick_Appleby Anne.jpg,Kinnikinnick,Appleby Anne
628,1.6404785,-0.29549727,"['Art Nouveau (Modern)', 'illustration', '1895']",./artworks/images/Messalina and her Companion_Beardsley Aubrey.jpg,Messalina and her Companion,Beardsley Aubrey
674,1.4066069,-0.10211808,"['Art Nouveau (Modern)', 'illustration', '1896']",./artworks/images/Messalina returning home_Beardsley Aubrey.jpg,Messalina returning home,Beardsley Aubrey
927,-0.28663972,1.2853656,"['Northern Renaissance', 'genre painting', '1530']",./artworks/images/Resting couple_Baldung Hans.jpg,Resting couple,Baldung Hans
1108,-0.833403,0.5999632,"['Baroque', 'portrait', '1770']",./artworks/images/Portrait of Tsar Peter I_Antropov Aleksey.jpg,Portrait of Tsar Peter I,Antropov Aleksey
796,-1.5449984,1.029886,"['Mannerism (Late Renaissance)', 'religious painting', '1568']",./artworks/images/Expulsion of the Merchants from the Temple_Bassano Jacopo.jpg,Expulsion of the Merchants from the Temple,Bassano Jacopo
956,-0.4845489,0.6142211,"['Expressionism, Fauvism', 'portrait', '1943']",./artworks/images/Checker Players_Avery Milton.jpg,Checker Players,Avery Milton
1186,1.1893,1.1777884,"['Rococo', 'cityscape', '1747']",./artworks/images/The Neuer Marktplatz in Dresden_Bellotto Bernardo.jpg,The Neuer Marktplatz in Dresden,Bellotto Bernardo
1265,-0.6934585,1.6464293,"['Northern Renaissance', 'religious painting', '1509']",./artworks/images/Passion of Christ_Altdorfer Albrecht.jpg,Passion of Christ,Altdorfer Albrecht
227,-1.0311757,-0.26886284,"[None, None, '1957']",./artworks/images/Study for a Portrait of Van Gogh IV_Bacon Francis.jpg,Study for a Portrait of Van Gogh IV,Bacon Francis
1058,0.8782274,1.3490256,"['Rococo', 'self-portrait', '1795']",./artworks/images/Self-portrait_Bayeu y Subias Francisco.jpg,Self-portrait,Bayeu y Subias Francisco
810,-1.5115042,0.96328133,"['Mannerism (Late Renaissance)', 'religious painting', '1590']",./artworks/images/The Baptism of Christ_Bassano Jacopo.jpg,The Baptism of Christ,Bassano Jacopo
1377,0.7462724,-0.11362049,"['Romanticism', 'literary painting', '1900']","./artworks/images/La pénitence d'Eléanor, Duchesse de Glouster_Abbey Edwin Austin.jpg","La pénitence d'Eléanor, Duchesse de Glouster",Abbey Edwin Austin
1543,-0.63020283,0.24803929,"['Pop Art', 'portrait', '1986']","./artworks/images/Gottfried Keller, ritratto_Adami Valerio.jpg","Gottfried Keller, ritratto",Adami Valerio
190,-0.6768281,-0.49788117,"[None, None, '1953']",./artworks/images/Study for a Portrait_Bacon Francis.jpg,Study for a Portrait,Bacon Francis
613,1.9404358,0.2341392,"['Art Nouveau (Modern)', 'design', '1895']",./artworks/images/A large Christmas Card_Beardsley Aubrey.jpg,A large Christmas Card,Beardsley Aubrey
1337,0.33752507,-1.3543198,"['Street art', 'graffiti', '1984']",./artworks/images/Lille_Aerosol Jef.jpg,Lille,Aerosol Jef
600,1.9498461,-0.5361061,"['Art Nouveau (Modern)', 'illustration', '1894']",./artworks/images/The Beale Isoud at Joyous Gard_Beardsley Aubrey.jpg,The Beale Isoud at Joyous Gard,Beardsley Aubrey
1531,0.14265426,-0.5702487,"['Pop Art', 'figurative', '1967']",./artworks/images/Spettacolo all'aperto_Adami Valerio.jpg,Spettacolo all'aperto,Adami Valerio
1089,-0.8124586,0.6277282,"['Baroque', 'portrait', '1753']","./artworks/images/Portrait of Grand Duke Peter Fedotovich (later Peter III),_Antropov Aleksey.jpg","Portrait of Grand Duke Peter Fedotovich (later Peter III),",Antropov Aleksey
